# time dt fps
15.42965 16.81634 59.46597
15.63131 16.69137 59.91121
15.8347 16.7787 59.59937
16.0367 16.65526 60.04109
16.23885 16.89311 59.19575
16.44175 16.76912 59.63343
16.64451 16.97729 58.90221
16.84879 17.02036 58.75316
17.05129 16.87086 59.27382
17.25627 17.00095 58.82022
17.46094 17.12948 58.37887
17.66633 16.82992 59.41798
17.87033 16.83805 59.3893
18.07252 16.8098 59.48912
18.27561 16.98816 58.86455
18.47737 16.68387 59.93811
18.68159 16.83488 59.40049
18.88491 17.09342 58.50205
19.08794 17.02907 58.72311
19.29349 17.18737 58.18225
19.4954 16.84 59.38243
19.69849 16.75492 59.68395
19.90087 16.70245 59.87147
20.10864 16.79659 59.5359
20.31155 16.92529 59.08316
20.51307 30.77031 32.49886
20.7149 16.91496 59.11925
20.92612 16.85072 59.34466
21.13874 16.70464 59.86361
21.3504 16.77348 59.61794
21.56205 17.2004 58.13819
21.77729 18.75464 53.32014
21.98171 17.23579 58.01882
22.18589 17.08208 58.54087
22.38613 16.71092 59.8411
22.59343 18.44082 54.22754
22.79682 20.28853 49.28892
23.00051 17.92581 55.78547
23.20266 16.76033 59.66471
23.40289 16.96301 58.95181
23.60526 19.06663 52.44765
23.81842 16.83017 59.41712
24.03074 16.69001 59.91609
24.24243 16.86729 59.28635
24.45259 17.05403 58.63716
24.66584 17.14235 58.33505
24.87892 16.96627 58.94047
25.08945 16.67796 59.95937
25.29494 16.75581 59.68078
25.50497 16.66733 59.9976
25.7123 17.19375 58.16066
25.92112 17.46146 57.26898
26.13172 16.90825 59.14272
26.33377 16.84446 59.3667
26.53902 16.68488 59.9345
26.74659 16.75666 59.67776
26.95298 16.66526 60.00508
27.15903 16.86055 59.31004
27.3651 17.03769 58.69341
27.5712 17.00353 58.81131
27.77936 16.69491 59.89849
27.98883 18.72018 53.4183
28.19844 16.79525 59.54064
28.41079 17.12723 58.38655
28.62671 16.88807 59.21339
28.84212 17.71579 56.44682
29.04699 16.75656 59.67811
29.24938 19.28648 51.84979
29.46582 16.67259 59.97868
29.68505 19.50269 51.27499
29.8862 20.02745 49.93146
30.10506 19.52961 51.20429
30.32114 16.66357 60.01115
30.52498 18.10863 55.22229
30.72678 16.72138 59.80369
30.92929 18.19491 54.96042
31.13736 19.73416 50.67355
31.34187 16.73997 59.73725
31.55045 17.66948 56.59476
31.75379 16.66507 60.00575
31.96126 19.90318 50.24321
32.16975 16.72446 59.79268
32.37448 17.45276 57.29753
32.57733 18.54831 53.91327
32.77769 17.05612 58.62999
32.98145 18.8451 53.0642
33.18162 17.1116 58.43987
33.3844 18.2941 54.66242
33.5944 16.86825 59.28299
33.8097 16.67368 59.97477
34.0122 18.57356 53.83996
34.21772 17.77847 56.2478
34.42587 19.37173 51.62161
34.64061 18.84002 53.07851
34.84971 16.72263 59.7992
35.06236 16.68306 59.94105
35.27832 16.83331 59.40604
35.49429 19.13575 52.25819
35.70689 16.85706 59.32233
35.92249 16.72003 59.80849
36.13395 16.66707 59.99856
36.35065 16.98876 58.86244
36.56238 16.71046 59.84276
36.77833 16.82155 59.44755
36.99021 17.59512 56.83395
37.20336 16.96836 58.93322
37.41352 16.70748 59.85343
37.62674 16.68478 59.93488
37.83374 16.69894 59.88404
38.04673 16.66613 60.00191
38.25589 16.8397 59.3835
38.46655 16.71777 59.8166
38.67691 16.91908 59.10486
38.88623 16.67083 59.98502
39.09852 16.67695 59.96301
39.30946 16.69432 59.90061
39.52722 20.23426 49.42112
39.73793 16.66262 60.01457
39.9539 16.6977 59.88849
40.16261 16.6844 59.93622
40.37287 16.66987 59.98848
40.58223 16.83575 59.39742
40.79185 18.02575 55.4762
41.00553 16.72027 59.80763
41.21815 20.7531 48.18557
41.41862 20.69642 48.31753
41.63458 19.73985 50.65893
41.85483 20.7215 48.25906
42.07093 20.27305 49.32656
42.28994 19.64792 50.89596
42.50705 22.88167 43.70311
42.72173 16.66451 60.00776
42.92249 18.16735 55.04381
43.12601 18.84725 53.05814
43.34611 21.99264 45.46975
43.55575 17.06952 58.58394
43.75663 17.89709 55.87502
43.96666 16.83045 59.41612
44.17886 16.79536 59.54027
44.39626 18.44253 54.22251
44.60665 16.87056 59.27485
44.82084 17.61291 56.77652
45.03292 18.5271 53.975
45.24524 18.07912 55.31241
45.45708 17.12183 58.40498
45.67333 19.20307 52.075
45.88888 19.06185 52.46079
46.10478 18.064 55.35871
46.3182 16.66437 60.00827
46.53304 18.79008 53.21958
46.74546 16.76701 59.64094
46.94566 16.75364 59.68853
47.16114 16.66976 59.98886
47.36217 19.66612 50.84887
47.57744 18.57566 53.8339
47.79248 18.29334 54.66471
48.00649 19.97966 50.05089
48.22104 16.65018 60.05941
48.43406 16.90986 59.13708
48.65338 19.95052 50.12402
48.86993 17.20484 58.12318
49.07026 16.694 59.90178
49.2728 19.18723 52.118
49.47482 17.8439 56.04155
49.68182 17.97393 55.63615
49.88518 18.7586 53.30888
50.08635 16.71402 59.83002
50.29093 17.43401 57.35914
50.50651 16.73857 59.74227
50.7091 20.0546 49.86388
50.91016 20.71753 48.2683
51.11094 17.25637 57.94962
51.31225 18.95601 52.75372
51.51291 19.09633 52.36609
51.7142 16.9052 59.1534
51.9335 19.66232 50.85869
52.14967 17.03123 58.71568
52.36518 18.6176 53.71263
52.56852 20.98302 47.65758
52.77464 16.83414 59.4031
52.97663 19.09307 52.37503
53.19358 17.0639 58.60325
53.39806 16.8698 59.27751
53.60485 18.08417 55.29697
53.82023 17.94394 55.72911
54.0366 18.1069 55.22758
54.23664 18.28498 54.68971
54.45393 20.0723 49.81991
54.6693 19.05297 52.48525
54.87001 19.33967 51.70719
55.0856 16.77299 59.61965
55.28571 16.76332 59.65407
55.48617 16.85891 59.31582
55.68621 20.33793 49.1692
55.90231 16.79793 59.53115
56.11837 16.78367 59.58172
56.32051 18.72042 53.41761
56.53679 17.57856 56.8875
56.73717 19.40235 51.54015
56.95356 16.71519 59.82584
57.15414 20.49114 48.80157
57.37064 16.92037 59.10036
57.57716 19.02729 52.5561
57.78286 20.87516 47.90382
57.98296 16.79244 59.55059
58.19539 16.96042 58.96079
58.40569 16.67035 59.98672
58.61934 16.83403 59.4035
58.83292 21.02584 47.56052
59.04676 16.99703 58.83379
59.24683 18.37221 54.43004
59.46148 16.69582 59.89524
59.67754 18.68763 53.51134
59.88721 16.78723 59.5691
60.09885 16.699 59.88384
60.30056 18.58659 53.80224
60.5084 16.76866 59.63507
60.72113 17.45062 57.30456
60.9294 18.25444 54.78119
61.13519 16.94897 59.00062
61.34552 16.81643 59.46567
61.55874 16.76612 59.6441
61.76878 17.98459 55.60316
61.97909 16.91565 59.11686
62.18784 16.85358 59.33458
62.39655 16.66619 60.00173
62.60635 16.82571 59.43286
62.81019 16.70449 59.86415
63.01853 16.81084 59.48544
63.22489 17.03051 58.71815
63.43299 18.20145 54.94067
63.64093 17.89339 55.88656
63.84826 16.85256 59.33817
64.05408 16.66812 59.99477
64.26531 16.70511 59.86191
64.4735 16.68249 59.94309
64.67974 16.96639 58.94005
64.88596 17.40497 57.45487
65.094 16.72186 59.80195
65.30051 16.72844 59.77845
65.50756 16.85 59.34718
65.71487 16.74754 59.71026
65.92379 16.93612 59.0454
66.14169 18.87352 52.98429
66.34935 17.41671 57.41611
66.56863 30.47634 32.81234
66.77324 16.68067 59.94964
66.98143 16.77538 59.61119
67.19382 16.68639 59.92908
67.40881 17.7724 56.26702
67.62312 17.02009 58.7541
67.83693 16.66581 60.00309
68.04668 17.25986 57.93792
68.26173 18.75913 53.30737
68.46967 16.92764 59.075
68.67132 27.68596 36.11938
68.87457 16.66493 60.00624
69.09052 16.75439 59.68585
69.30589 16.7615 59.66052
69.50684 20.83306 48.00062
69.72276 21.80907 45.85247
69.93592 17.5237 57.06557
70.13759 17.26441 57.92261
70.35072 16.68465 59.93533
70.56743 20.4751 48.83981
70.77397 19.32178 51.75507
70.98262 16.69748 59.88929
71.19427 17.51273 57.10133
71.39645 18.87155 52.98983
71.61378 19.69207 50.78185
71.82643 16.66627 60.00143
72.03873 16.74545 59.71772
72.24124 19.5664 51.10802
72.44131 17.67973 56.56195
72.65788 16.74426 59.72196
72.86123 18.85719 53.03017
73.06585 17.32975 57.70424
73.26701 16.74739 59.71079
73.46939 17.13388 58.3639
73.67369 19.3395 51.70765
73.87758 18.08097 55.30676
74.08234 16.76554 59.64616
74.28287 16.71475 59.8274
74.48508 18.67594 53.54482
74.70209 17.06521 58.59875
74.91721 17.14483 58.32661
75.13364 16.66572 60.0034
75.34943 16.67067 59.98558
75.55076 16.82285 59.44297
75.76491 16.83357 59.40511
75.965 21.10609 47.37968
76.16669 17.28777 57.84437
76.38461 18.20494 54.93013
76.60198 17.46948 57.24268
76.81752 17.29901 57.80677
77.03387 17.36493 57.58732
77.25008 16.67391 59.97395
77.45313 19.72508 50.69689
77.66622 16.83007 59.41746
77.87667 17.42666 57.38335
78.0864 16.86645 59.2893
78.29813 16.6795 59.95382
78.50949 16.70536 59.86103
78.72276 16.78995 59.55945
78.93441 17.98158 55.61248
79.14896 18.48869 54.08712
79.36041 17.7448 56.35453
79.57058 16.69276 59.9062
79.78189 16.83771 59.3905
79.99445 16.71478 59.8273
80.20641 16.77044 59.62874
80.41827 17.20065 58.13734
80.62594 17.33573 57.68433
80.8427 17.64895 56.66059
81.05401 16.74287 59.72693
81.26645 16.69049 59.91438
81.47836 16.978 58.89976
81.68997 16.68468 59.9352
81.90218 16.87171 59.27083
82.11816 19.65535 50.87673
82.33304 17.79015 56.21088
82.53465 16.74193 59.73029
82.75237 18.49929 54.05612
82.96906 17.76463 56.29163
83.18066 16.98454 58.87708
83.39118 16.69584 59.89515
83.60886 18.07375 55.32887
83.83742 34.33146 29.1278
84.05058 17.74179 56.3641
84.26221 16.73088 59.7697
84.47458 16.83684 59.39355
84.68935 19.9383 50.15472
84.9021 16.80462 59.50745
85.11536 17.0104 58.78756
85.32718 17.88008 55.92816
85.53847 16.78093 59.59145
85.74916 16.73239 59.76433
85.96247 19.67402 50.82844
86.17388 16.67012 59.98755
86.38571 16.66842 59.99369
86.59483 16.66021 60.02324
86.80836 17.81436 56.13449
87.01763 16.95826 58.96832
87.23079 18.61335 53.72489
87.44225 16.82339 59.44107
87.65809 16.79375 59.54596
87.87356 19.10838 52.33305
88.08622 16.71643 59.82138
88.30045 18.44545 54.21391
88.51057 17.3107 57.76775
88.72038 16.87606 59.25555
88.93354 16.75719 59.67588
89.14529 18.77282 53.26851
89.35436 16.94165 59.02613
89.56232 16.74147 59.7319
89.77534 17.63998 56.6894
89.98317 16.97367 58.91479
90.19698 18.57332 53.84067
90.40737 16.72447 59.79264
90.61743 16.67512 59.96958
90.82458 17.1959 58.15339
91.03123 16.67673 59.96378
91.23898 16.80777 59.49628
91.44476 17.56487 56.93184
91.65106 18.00169 55.55033
91.85849 16.81543 59.4692
92.06517 16.66669 59.99994
92.27519 16.99732 58.8328
92.48235 16.73378 59.75937
92.69175 16.96029 58.96126
92.89768 18.61285 53.72632
93.10573 16.66539 60.0046
93.31365 16.69132 59.91137
93.52186 17.77352 56.26348
93.72722 16.81868 59.45769
93.93654 18.55697 53.88811
94.14285 16.66385 60.01013
94.35127 16.67601 59.96637
94.55869 16.81585 59.46771
94.76618 16.89892 59.17537
94.96959 16.79267 59.5498
95.17535 16.99285 58.84827
95.38205 17.09584 58.49378
95.59302 17.67244 56.58529
95.79971 16.72968 59.774
96.00725 16.89022 59.20586
96.2138 16.69529 59.89714
96.42086 17.11593 58.42509
96.62961 18.06164 55.36596
96.83726 16.67176 59.98168
97.04361 16.70446 59.86424
97.24997 16.73707 59.74763
97.45983 16.82399 59.43892
97.67113 16.94152 59.02658
97.88538 19.26877 51.89745
98.09056 16.68789 59.92371
98.29765 16.73171 59.76675
98.50674 17.26507 57.92043
98.71414 16.78009 59.59445
98.92062 17.01151 58.78372
99.12695 16.6967 59.89207
99.3365 17.45591 57.28718
99.54836 18.36677 54.44614
99.75067 16.7028 59.8702
99.95778 16.83888 59.38637
100.1679 17.07042 58.58088
100.3748 17.37083 57.56777
100.5816 16.7176 59.8172
100.7887 17.81998 56.11677
100.9952 16.66975 59.98891
101.202 16.78211 59.58727
101.4079 17.0608 58.61391
101.6141 16.66904 59.99146
101.8246 17.00775 58.79672
102.0299 16.78033 59.59359
102.2383 16.85998 59.31206
102.4449 16.66958 59.9895
102.6505 16.78479 59.57774
102.8585 17.8526 56.01425
103.0666 16.85374 59.334
103.2733 16.69718 59.89034
103.4814 18.07358 55.32937
103.6869 16.78581 59.57413
103.8928 16.74617 59.71513
104.0991 16.78782 59.56698
104.3067 16.90122 59.16733
104.5172 18.26131 54.76057
104.7268 16.71482 59.82716
104.9335 16.70382 59.86656
105.1498 19.92453 50.18939
105.3512 16.75609 59.67979
105.5604 17.20231 58.13173
105.7689 16.78729 59.56886
105.9787 16.74799 59.70866
106.2014 31.64934 31.59624
106.4129 18.07108 55.33702
106.6202 16.94831 59.00293
106.8264 16.73829 59.74328
107.0329 16.66664 60.00008
107.238 16.66839 59.99381
107.4425 16.85328 59.33565
107.6518 16.96003 58.96215
107.8565 16.89035 59.20539
108.061 16.72163 59.80278
108.2641 17.00321 58.81242
108.4709 16.77971 59.5958
108.6749 16.76981 59.63097
108.8813 16.66565 60.00365
109.0948 16.93463 59.05059
109.2952 16.95708 58.9724
109.502 19.44815 51.41877
109.7028 16.80617 59.50198
109.9032 16.77721 59.60467
110.1179 16.65724 60.03395
110.3345 16.70816 59.85099
110.5465 16.66839 59.9938
110.7516 18.00151 55.5509
110.9566 16.74581 59.71643
111.1604 17.14375 58.33031
111.374 16.69966 59.88147
111.5928 19.56087 51.12247
111.8012 17.1127 58.43615
112.0074 16.97955 58.89439
112.2168 17.57059 56.91328
112.4257 16.95208 58.98982
112.6269 19.30903 51.78925
112.8342 16.73603 59.75134
113.0428 16.75839 59.6716
113.2499 16.79158 59.55366
113.4564 17.26335 57.9262
113.6663 16.85573 59.327
113.8717 16.70658 59.85666
114.0806 16.95801 58.96918
114.2871 16.95209 58.98977
114.4974 18.83491 53.09291
114.7061 16.75286 59.69128
114.9149 16.86446 59.29631
115.1263 19.09057 52.38188
115.3341 16.70303 59.86937
115.5442 18.26546 54.74814
115.7555 17.76299 56.29683
115.9659 16.6675 59.99699
116.1747 16.78758 59.56786
116.3828 16.68756 59.92486
116.5975 16.66724 59.99792
116.8066 16.73221 59.76497
117.0188 16.81683 59.46423
117.2264 16.68471 59.9351
117.4375 16.73423 59.75776
117.6495 16.77991 59.59507
117.858 16.68617 59.92987
118.0708 16.76828 59.63641
118.286 19.3471 51.68734
118.497 17.44821 57.31248
118.7069 16.87585 59.25628
118.9179 18.90028 52.90928
119.1262 16.95359 58.98455
119.3356 16.66585 60.00293
119.5474 17.65946 56.62688
119.7569 17.09413 58.49962
119.9656 16.81802 59.46004
120.1744 17.1917 58.16761
120.3856 16.7289 59.77681
120.5952 16.91255 59.12769
120.806 17.47239 57.23315
121.0168 17.9614 55.67493
121.2261 16.66609 60.00208
121.4377 17.23446 58.02327
121.6465 16.81536 59.46946
121.8539 16.69456 59.89974
122.0711 17.90606 55.84702
122.2813 16.73753 59.74596
122.4899 16.69781 59.88808
122.7026 18.96964 52.71582
122.9098 16.67623 59.9656
123.1188 16.94598 59.01104
123.3298 19.94169 50.14619
123.5389 16.75736 59.67527
123.7503 16.69859 59.88531
123.959 16.66696 59.99893
124.1697 16.69349 59.90361
124.3774 16.72225 59.80055
124.587 17.68014 56.56064
124.7968 16.93919 59.03471
125.006 17.45926 57.2762
125.2163 16.86762 59.28518
125.4263 16.80023 59.52298
125.6342 16.73011 59.77247
125.8435 18.07138 55.3361
126.0538 16.78887 59.56327
126.2672 16.89562 59.18695
126.4858 19.319 51.76252
126.6972 17.98399 55.60501
126.9054 16.67726 59.9619
127.117 18.28864 54.67876
127.3265 17.77534 56.25771
127.5353 16.97342 58.91565
127.7468 17.71384 56.45303
127.9581 17.63491 56.70571
128.1655 16.72652 59.7853
128.3778 17.99943 55.55732
128.5855 17.15814 58.28137
128.7936 16.68081 59.94912
129.0022 16.77175 59.62408
129.2111 16.86348 59.29974
129.4218 16.72235 59.80022
129.6389 17.43189 57.36612
129.8456 16.7128 59.83438
130.0594 16.89008 59.20636
130.2703 16.79928 59.52634
130.4814 16.90882 59.14074
130.6906 16.82065 59.45074
130.899 16.70533 59.86115
131.1111 16.90632 59.14949
131.3205 17.80381 56.16774
131.5298 16.79431 59.54399
131.7399 16.93904 59.03521
131.9498 16.69328 59.90435
132.1579 16.86478 59.29518
132.3676 16.94275 59.02229
132.5775 16.66703 59.99868
132.7856 16.72559 59.78862
133.0002 16.66096 60.02055
133.2082 17.95782 55.68604
133.4179 16.77612 59.60856
133.6304 16.80706 59.4988
133.8413 18.41712 54.29731
134.0529 18.18247 54.99802
134.2613 16.66965 59.98924
134.4701 16.82318 59.44181
134.6818 17.40111 57.4676
134.8902 16.69224 59.90807
135.1015 16.67447 59.97193
135.3104 16.70998 59.84447
135.52 17.03217 58.71242
135.731 16.72835 59.77876
135.9371 17.31327 57.75916
136.144 16.87427 59.26184
136.3511 16.84429 59.3673
136.5571 16.66582 60.00307
136.7669 16.74901 59.70501
136.9768 17.15409 58.29512
137.1859 16.72926 59.77552
137.3913 16.80597 59.50267
137.5984 16.83293 59.40738
137.8051 16.66741 59.99732
138.0134 16.6687 59.99268
138.2209 16.67039 59.98661
138.4261 16.70863 59.8493
138.6332 16.67233 59.97963
138.8418 16.78366 59.58176
139.0465 16.85088 59.34409
139.2557 16.78746 59.56828
139.4608 16.95382 58.98378
139.6666 16.86307 59.30119
139.8777 17.24424 57.99039
140.0832 16.83843 59.38796
140.2914 16.8856 59.22208
140.4992 16.90404 59.15746
140.7084 17.50522 57.12582
140.916 17.12826 58.38305
141.1245 16.93926 59.03445
141.3324 16.99815 58.82994
141.5385 17.13939 58.34512
141.7495 16.76183 59.65936
141.9584 16.81874 59.45748
142.1698 16.74044 59.73559
142.3776 16.6981 59.88705
142.5889 18.52399 53.98404
142.7977 16.85496 59.32972
143.0066 17.38997 57.50441
143.217 16.69656 59.89258
143.4266 16.82894 59.42146
143.6378 16.83051 59.41589
143.8445 17.91479 55.81979
144.0529 17.18948 58.1751
144.2636 16.93004 59.0666
144.4728 17.72811 56.40761
144.6814 16.72124 59.80419
144.8913 16.71613 59.82246
145.0996 16.99202 58.85114
145.3086 18.72077 53.4166
145.5193 16.76372 59.65263
145.7299 17.30974 57.77093
145.9414 18.19047 54.97383
146.1518 16.90812 59.14318
146.36 17.09166 58.50806
146.57 16.76722 59.64017
146.7798 16.88055 59.23979
146.9877 17.04524 58.6674
147.1957 16.95718 58.97207
147.407 16.66117 60.01981
147.6152 16.81027 59.48746
147.8232 16.69687 59.89148
148.0341 16.66573 60.00339
148.2425 16.93948 59.03369
148.4512 16.94196 59.02506
148.6605 17.05576 58.63123
148.867 16.77867 59.59948
149.0804 16.76272 59.65619
149.2908 16.83186 59.41116
149.4987 16.66577 60.00322
149.7088 16.66357 60.01116
149.9267 18.61902 53.70853
150.1349 16.87452 59.26095
150.3438 17.06722 58.59184
150.5508 16.66857 59.99315
150.7611 16.77582 59.6096
150.9711 16.89169 59.20071
151.1805 18.05589 55.3836
151.387 16.79059 59.55715
151.5965 17.21626 58.08461
151.806 16.7753 59.61145
152.0133 16.69396 59.90192
152.2214 16.7062 59.85802
152.4296 16.73217 59.76512
152.6387 17.33842 57.67538
152.8505 16.83327 59.40615
153.065 17.6194 56.75562
153.2787 16.87695 59.25243
153.4937 18.64615 53.63038
153.7072 16.68436 59.93636
153.9217 16.72919 59.77575
154.1348 16.94986 58.99754
154.3487 17.43316 57.36194
154.5612 16.77883 59.59893
154.7726 18.13998 55.12684
154.9828 16.6825 59.94305
155.1966 17.6958 56.51057
155.4057 16.75645 59.67852
155.6067 17.9864 55.59757
155.8229 16.78857 59.56434
156.0256 18.88598 52.94933
156.2393 18.63628 53.65879
156.443 20.26608 49.34355
156.6454 18.05485 55.38677
156.8636 18.92312 52.8454
157.0751 17.01163 58.78332
157.2908 16.74739 59.7108
157.5087 18.60325 53.75405
157.7101 19.77898 50.55873
157.9261 17.98922 55.58885
158.1401 17.47268 57.23221
158.3541 17.68451 56.54665
158.5655 16.71242 59.83573
158.7809 17.85215 56.01567
158.9943 17.20919 58.10849
159.2061 16.69716 59.89043
159.4185 16.67279 59.97798
159.6325 18.87922 52.96827
159.8343 16.7022 59.87234
160.0456 16.6571 60.03447
160.2581 17.30048 57.80188
160.4711 17.06269 58.60743
160.6853 17.49319 57.16509
160.8957 16.97835 58.89853
161.106 16.72235 59.80022
161.3137 16.74122 59.73282
161.5237 16.72221 59.8007
161.7324 17.09352 58.5017
161.9424 16.679 59.95564
162.1507 17.80323 56.16959
162.3603 17.0812 58.54391
162.5693 16.97132 58.92292
162.7793 16.777 59.60542
162.9892 16.66408 60.00932
163.1977 16.66302 60.01314
163.4056 16.7457 59.71683
163.6127 17.17488 58.22459
163.8216 16.70765 59.85283
164.0271 16.83631 59.39544
164.2366 16.84136 59.37762
164.4453 18.44855 54.2048
164.6538 16.76581 59.64521
164.8646 17.31835 57.74222
165.0722 18.28571 54.68751
165.2817 16.68516 59.93349
165.4907 16.30842 61.31804
165.6983 16.81476 59.47155
165.9066 17.61818 56.75956
166.1167 17.81314 56.13833
166.3258 17.54757 56.98794
166.533 17.37658 57.54873
166.7431 16.76833 59.63624
166.953 18.6347 53.66333
167.1614 16.66681 59.99949
167.369 16.66764 59.9965
167.5768 16.72338 59.79651
167.7851 18.14161 55.1219
167.9945 17.09052 58.51198
168.2058 16.74013 59.73669
168.4074 21.65012 46.18911
168.6174 17.27962 57.87165
168.8253 23.23967 43.02988
169.0325 17.44258 57.33097
169.2478 16.91228 59.12862
169.4584 16.79952 59.52549
169.6706 16.74127 59.73262
169.8831 16.92235 59.09344
170.0941 16.66209 60.01649
170.3011 18.2579 54.77082
170.5093 24.15148 41.40533
170.7103 17.32517 57.71948
170.9103 16.6756 59.96785
171.1217 16.8697 59.27787
171.3338 16.78596 59.57359
171.542 16.66468 60.00714
171.7503 16.76966 59.6315
171.9618 16.7227 59.79896
172.1729 17.69522 56.51243
172.3843 18.42029 54.28797
172.595 16.86811 59.28347
172.8044 17.28911 57.83987
173.0122 17.72725 56.41032
173.2233 16.83579 59.39728
173.434 16.75606 59.67989
173.6504 16.80484 59.50666
173.8587 16.73254 59.76379
174.0698 17.57368 56.90329
174.2775 16.89007 59.20639
174.4877 16.96721 58.9372
174.6968 16.68412 59.93724
174.905 17.49727 57.15178
175.1143 16.74303 59.72635
175.3235 16.81117 59.48424
175.5327 18.14349 55.11619
175.7435 16.82701 59.42825
175.9527 17.387 57.51423
176.161 16.71485 59.82705
176.369 17.03285 58.71007
176.5785 16.8226 59.44384
176.7867 17.26886 57.90769
176.997 17.52986 57.04553
177.2057 16.6886 59.92113
177.4143 16.69246 59.9073
177.6289 18.71132 53.44358
177.8371 16.77917 59.59771
178.0491 19.03689 52.52959
178.2573 16.69178 59.90973
178.467 16.66522 60.0052
178.6766 16.75806 59.67278
178.8859 16.79607 59.53775
179.0949 16.79848 59.52919
179.3017 17.00718 58.79869
179.513 33.56314 29.79459
179.7247 18.10164 55.2436
179.9316 16.92343 59.08968
180.1414 16.7415 59.73181
